Data,ETF,FED
11/06/2015,24.7,0.25
12/06/2015,24.69,0.25
15/06/2015,24.71,0.25
16/06/2015,24.84,0.25
17/06/2015,24.93,0.25
18/06/2015,24.88,0.25
19/06/2015,24.91,0.25
22/06/2015,24.82,0.25
23/06/2015,24.8,0.25
24/06/2015,24.83,0.25
25/06/2015,24.8,0.25
26/06/2015,24.73,0.25
29/06/2015,24.84,0.25
30/06/2015,24.86,0.25
01/07/2015,24.76,0.25
02/07/2015,24.89,0.25
06/07/2015,24.93,0.25
07/07/2015,24.95,0.25
08/07/2015,24.98,0.25
09/07/2015,24.92,0.25
10/07/2015,24.79,0.25
13/07/2015,24.72,0.25
14/07/2015,24.79,0.25
15/07/2015,24.82,0.25
16/07/2015,24.81,0.25
17/07/2015,24.79,0.25
20/07/2015,24.71,0.25
21/07/2015,24.75,0.25
22/07/2015,24.75,0.25
23/07/2015,24.74,0.25
24/07/2015,24.73,0.25
27/07/2015,24.74,0.25
28/07/2015,24.75,0.25
29/07/2015,24.75,0.25
30/07/2015,24.74,0.25
31/07/2015,24.81,0.25
03/08/2015,24.78,0.25
04/08/2015,24.68,0.25
05/08/2015,24.62,0.25
06/08/2015,24.64,0.25
07/08/2015,24.67,0.25
10/08/2015,24.67,0.25
11/08/2015,24.75,0.25
12/08/2015,24.71,0.25
13/08/2015,24.66,0.25
14/08/2015,24.64,0.25
17/08/2015,24.63,0.25
18/08/2015,24.59,0.25
19/08/2015,24.65,0.25
20/08/2015,24.69,0.25
21/08/2015,24.69,0.25
24/08/2015,24.67,0.25
25/08/2015,24.67,0.25
26/08/2015,24.57,0.25
27/08/2015,24.7,0.25
28/08/2015,24.68,0.25
31/08/2015,24.72,0.25
01/09/2015,24.61,0.25
02/09/2015,24.58,0.25
03/09/2015,24.56,0.25
04/09/2015,24.58,0.25
08/09/2015,24.52,0.25
09/09/2015,24.54,0.25
10/09/2015,24.54,0.25
11/09/2015,24.59,0.25
14/09/2015,24.56,0.25
15/09/2015,24.45,0.25
16/09/2015,24.46,0.25
17/09/2015,24.65,0.25
18/09/2015,24.68,0.25
21/09/2015,24.59,0.25
22/09/2015,24.63,0.25
23/09/2015,24.63,0.25
24/09/2015,24.61,0.25
25/09/2015,24.51,0.25
28/09/2015,24.49,0.25
29/09/2015,24.58,0.25
30/09/2015,24.62,0.25
01/10/2015,24.7,0.25
02/10/2015,24.8,0.25
05/10/2015,24.77,0.25
06/10/2015,24.81,0.25
07/10/2015,24.79,0.25
08/10/2015,24.8,0.25
09/10/2015,24.73,0.25
12/10/2015,24.79,0.25
13/10/2015,24.76,0.25
14/10/2015,24.84,0.25
15/10/2015,24.79,0.25
16/10/2015,24.76,0.25
19/10/2015,24.72,0.25
20/10/2015,24.67,0.25
21/10/2015,24.68,0.25
22/10/2015,24.73,0.25
23/10/2015,24.69,0.25
26/10/2015,24.68,0.25
27/10/2015,24.72,0.25
28/10/2015,24.61,0.25
29/10/2015,24.56,0.25
30/10/2015,24.6,0.25
02/11/2015,24.57,0.25
03/11/2015,24.58,0.25
04/11/2015,24.53,0.25
05/11/2015,24.48,0.25
06/11/2015,24.38,0.25
09/11/2015,24.38,0.25
10/11/2015,24.39,0.25
11/11/2015,24.37,0.25
12/11/2015,24.39,0.25
13/11/2015,24.42,0.25
16/11/2015,24.4,0.25
17/11/2015,24.41,0.25
18/11/2015,24.42,0.25
19/11/2015,24.47,0.25
20/11/2015,24.5,0.25
23/11/2015,24.51,0.25
24/11/2015,24.58,0.25
25/11/2015,24.54,0.25
27/11/2015,24.56,0.25
30/11/2015,24.53,0.25
01/12/2015,24.61,0.25
02/12/2015,24.54,0.25
03/12/2015,24.44,0.25
04/12/2015,24.46,0.25
07/12/2015,24.45,0.25
08/12/2015,24.45,0.25
09/12/2015,24.43,0.25
10/12/2015,24.37,0.25
11/12/2015,24.47,0.25
14/12/2015,24.34,0.25
15/12/2015,24.33,0.25
16/12/2015,24.26,0.5
17/12/2015,24.33,0.5
18/12/2015,24.36,0.5
21/12/2015,24.34,0.5
22/12/2015,24.3,0.5
23/12/2015,24.33,0.5
24/12/2015,24.35,0.5
28/12/2015,24.32,0.5
29/12/2015,24.27,0.5
30/12/2015,24.29,0.5
31/12/2015,24.32,0.5
04/01/2016,24.43,0.5
05/01/2016,24.44,0.5
06/01/2016,24.47,0.5
07/01/2016,24.48,0.5
08/01/2016,24.53,0.5
11/01/2016,24.43,0.5
12/01/2016,24.46,0.5
13/01/2016,24.5,0.5
14/01/2016,24.52,0.5
15/01/2016,24.51,0.5
19/01/2016,24.5,0.5
20/01/2016,24.52,0.5
21/01/2016,24.48,0.5
22/01/2016,24.49,0.5
25/01/2016,24.53,0.5
26/01/2016,24.54,0.5
27/01/2016,24.61,0.5
28/01/2016,24.67,0.5
29/01/2016,24.76,0.5
01/02/2016,24.7,0.5
02/02/2016,24.74,0.5
03/02/2016,24.76,0.5
04/02/2016,24.75,0.5
05/02/2016,24.71,0.5
08/02/2016,24.66,0.5
09/02/2016,24.64,0.5
10/02/2016,24.7,0.5
11/02/2016,24.73,0.5
12/02/2016,24.69,0.5
16/02/2016,24.63,0.5
17/02/2016,24.61,0.5
18/02/2016,24.65,0.5
19/02/2016,24.66,0.5
22/02/2016,24.7,0.5
23/02/2016,24.77,0.5
24/02/2016,24.8,0.5
25/02/2016,24.91,0.5
26/02/2016,24.86,0.5
29/02/2016,24.89,0.5
01/03/2016,24.88,0.5
02/03/2016,24.86,0.5
03/03/2016,24.92,0.5
04/03/2016,24.89,0.5
07/03/2016,24.81,0.5
08/03/2016,24.88,0.5
09/03/2016,24.89,0.5
10/03/2016,24.78,0.5
11/03/2016,24.81,0.5
14/03/2016,24.77,0.5
15/03/2016,24.73,0.5
16/03/2016,24.97,0.5
17/03/2016,25.02,0.5
18/03/2016,25.08,0.5
21/03/2016,25.07,0.5
22/03/2016,25.03,0.5
23/03/2016,25.01,0.5
24/03/2016,24.97,0.5
28/03/2016,24.99,0.5
29/03/2016,25.18,0.5
30/03/2016,25.24,0.5
31/03/2016,25.28,0.5
01/04/2016,25.29,0.5
04/04/2016,25.29,0.5
05/04/2016,25.28,0.5
06/04/2016,25.25,0.5
07/04/2016,25.32,0.5
08/04/2016,25.31,0.5
11/04/2016,25.26,0.5
12/04/2016,25.2,0.5
13/04/2016,25.22,0.5
14/04/2016,25.14,0.5
15/04/2016,25.21,0.5
18/04/2016,25.17,0.5
19/04/2016,25.22,0.5
20/04/2016,25.16,0.5
21/04/2016,25.15,0.5
22/04/2016,25.17,0.5
25/04/2016,25.13,0.5
26/04/2016,25.12,0.5
27/04/2016,25.23,0.5
28/04/2016,25.33,0.5
29/04/2016,25.31,0.5
02/05/2016,25.27,0.5
03/05/2016,25.3,0.5
04/05/2016,25.32,0.5
05/05/2016,25.36,0.5
06/05/2016,25.31,0.5
09/05/2016,25.31,0.5
10/05/2016,25.37,0.5
11/05/2016,25.36,0.5
12/05/2016,25.32,0.5
13/05/2016,25.35,0.5
16/05/2016,25.35,0.5
17/05/2016,25.34,0.5
18/05/2016,25.17,0.5
19/05/2016,25.18,0.5
20/05/2016,25.2,0.5
23/05/2016,25.18,0.5
24/05/2016,25.16,0.5
25/05/2016,25.19,0.5
26/05/2016,25.24,0.5
27/05/2016,25.18,0.5
31/05/2016,25.17,0.5
01/06/2016,25.15,0.5
02/06/2016,25.24,0.5
03/06/2016,25.39,0.5
06/06/2016,25.37,0.5
07/06/2016,25.46,0.5
08/06/2016,25.47,0.5
09/06/2016,25.49,0.5
10/06/2016,25.53,0.5
13/06/2016,25.51,0.5
14/06/2016,25.49,0.5
15/06/2016,25.56,0.5
16/06/2016,25.54,0.5
17/06/2016,25.48,0.5
20/06/2016,25.42,0.5
21/06/2016,25.36,0.5
22/06/2016,25.42,0.5
23/06/2016,25.43,0.5
24/06/2016,25.53,0.5
27/06/2016,25.51,0.5
28/06/2016,25.59,0.5
29/06/2016,25.58,0.5
30/06/2016,25.65,0.5
01/07/2016,25.66,0.5
05/07/2016,25.68,0.5
06/07/2016,25.7,0.5
07/07/2016,25.65,0.5
08/07/2016,25.66,0.5
11/07/2016,25.6,0.5
12/07/2016,25.57,0.5
13/07/2016,25.56,0.5
14/07/2016,25.54,0.5
15/07/2016,25.48,0.5
18/07/2016,25.49,0.5
19/07/2016,25.5,0.5
20/07/2016,25.46,0.5
21/07/2016,25.48,0.5
22/07/2016,25.43,0.5
25/07/2016,25.41,0.5
26/07/2016,25.41,0.5
27/07/2016,25.44,0.5
28/07/2016,25.49,0.5
29/07/2016,25.58,0.5
01/08/2016,25.35,0.5
02/08/2016,25.31,0.5
03/08/2016,25.34,0.5
04/08/2016,25.44,0.5
05/08/2016,25.34,0.5
08/08/2016,25.34,0.5
09/08/2016,25.38,0.5
10/08/2016,25.39,0.5
11/08/2016,25.31,0.5
12/08/2016,25.4,0.5
15/08/2016,25.34,0.5
16/08/2016,25.31,0.5
17/08/2016,25.35,0.5
18/08/2016,25.42,0.5
19/08/2016,25.4,0.5
22/08/2016,25.4,0.5
23/08/2016,25.43,0.5
24/08/2016,25.4,0.5
25/08/2016,25.4,0.5
26/08/2016,25.31,0.5
29/08/2016,25.35,0.5
30/08/2016,25.34,0.5
31/08/2016,25.31,0.5
01/09/2016,25.23,0.5
02/09/2016,25.22,0.5
06/09/2016,25.35,0.5
07/09/2016,25.36,0.5
08/09/2016,25.31,0.5
09/09/2016,25.21,0.5
12/09/2016,25.23,0.5
13/09/2016,25.19,0.5
14/09/2016,25.19,0.5
15/09/2016,25.24,0.5
16/09/2016,25.26,0.5
19/09/2016,25.27,0.5
20/09/2016,25.25,0.5
21/09/2016,25.29,0.5
22/09/2016,25.37,0.5
23/09/2016,25.44,0.5
26/09/2016,25.43,0.5
27/09/2016,25.43,0.5
28/09/2016,25.48,0.5
29/09/2016,25.5,0.5
30/09/2016,25.48,0.5
03/10/2016,25.46,0.5
04/10/2016,25.38,0.5
05/10/2016,25.36,0.5
06/10/2016,25.35,0.5
07/10/2016,25.38,0.5
10/10/2016,25.36,0.5
11/10/2016,25.36,0.5
12/10/2016,25.34,0.5
13/10/2016,25.4,0.5
14/10/2016,25.41,0.5
17/10/2016,25.48,0.5
18/10/2016,25.5,0.5
19/10/2016,25.52,0.5
20/10/2016,25.49,0.5
21/10/2016,25.49,0.5
24/10/2016,25.47,0.5
25/10/2016,25.45,0.5
26/10/2016,25.46,0.5
27/10/2016,25.42,0.5
28/10/2016,25.45,0.5
31/10/2016,25.47,0.5
01/11/2016,25.49,0.5
02/11/2016,25.49,0.5
03/11/2016,25.45,0.5
04/11/2016,25.47,0.5
07/11/2016,25.47,0.5
08/11/2016,25.44,0.5
09/11/2016,25.32,0.5
10/11/2016,25.31,0.5
11/11/2016,25.26,0.5
14/11/2016,25.1,0.5
15/11/2016,25.08,0.5
16/11/2016,25.13,0.5
17/11/2016,25.12,0.5
18/11/2016,25.04,0.5
21/11/2016,25.07,0.5
22/11/2016,25.12,0.5
23/11/2016,25.05,0.5
25/11/2016,25.02,0.5
28/11/2016,25.0,0.5
29/11/2016,25.05,0.5
30/11/2016,25.07,0.5
01/12/2016,24.98,0.5
02/12/2016,24.97,0.5
05/12/2016,25.02,0.5
06/12/2016,25.05,0.5
07/12/2016,25.05,0.5
08/12/2016,25.06,0.5
09/12/2016,25.01,0.5
12/12/2016,25.02,0.5
13/12/2016,24.98,0.5
14/12/2016,24.79,0.75
15/12/2016,24.67,0.75
16/12/2016,24.66,0.75
19/12/2016,24.73,0.75
20/12/2016,24.78,0.75
21/12/2016,24.8,0.75
22/12/2016,24.84,0.75
23/12/2016,24.89,0.75
27/12/2016,24.84,0.75
28/12/2016,24.88,0.75
29/12/2016,24.94,0.75
30/12/2016,25.02,0.75
03/01/2017,25.04,0.75
04/01/2017,25.03,0.75
05/01/2017,25.11,0.75
06/01/2017,25.04,0.75
09/01/2017,25.08,0.75
10/01/2017,25.09,0.75
11/01/2017,25.14,0.75
12/01/2017,25.16,0.75
13/01/2017,25.1,0.75
17/01/2017,25.18,0.75
18/01/2017,25.07,0.75
19/01/2017,25.08,0.75
